FID,R_name,R_num,R_type,SHAPE_Leng,Shape_Le_1,ORIG_FID,POINT_X,POINT_Y
291, ,13,小路,51.897616045800000,51.835744746600000,46,533903.723000000000000,3379115.673800000000000
292, ,13,小路,51.897616045800000,51.835744746600000,46,533902.308899999950000,3379116.225500000200000
293, ,13,小路,51.897616045800000,51.835744746600000,46,533900.822200000050000,3379116.532600000000000
294, ,13,小路,51.897616045800000,51.835744746600000,46,533899.305199999940000,3379116.586399999900000
295, ,13,小路,18.908472652699999,18.908472652699999,47,533902.666699999940000,3379099.020800000100000
296, ,13,小路,18.908472652699999,18.908472652699999,47,533902.949900000010000,3379096.973000000200000
297, ,13,小路,18.908472652699999,18.908472652699999,47,533903.149500000060000,3379080.132999999900000
298,毕生路,14,主干道,45.243899999200003,45.243899999200003,48,534181.009100000020000,3379080.979199999900000
299,毕生路,14,主干道,45.243899999200003,45.243899999200003,48,534226.253000000030000,3379080.979199999900000
300,星湖大桥,1,桥,70.903201599200003,70.903201599200003,49,533897.408999999990000,3378917.673500000000000
301,星湖大桥,1,桥,70.903201599200003,70.903201599200003,49,533911.671899999960000,3378927.999100000100000
302,星湖大桥,1,桥,70.903201599200003,70.903201599200003,49,533919.344900000030000,3378937.524100000000000
303,星湖大桥,1,桥,70.903201599200003,70.903201599200003,49,533920.800000000050000,3378946.599400000200000
304,星湖大桥,1,桥,70.903201599200003,70.903201599200003,49,533923.313599999990000,3378953.266900000200000
305,星湖大桥,1,桥,70.903201599200003,70.903201599200003,49,533925.297900000010000,3378961.469000000000000
306,星湖大桥,1,桥,70.903201599200003,70.903201599200003,49,533925.033300000010000,3378966.099200000100000
307,星湖大桥,1,桥,70.903201599200003,70.903201599200003,49,533925.694800000060000,3378971.126300000100000
308,星湖大桥,1,桥,70.903201599200003,70.903201599200003,49,533925.959400000050000,3378975.095100000000000
309,星湖大桥,1,桥,70.903201599200003,70.903201599200003,49,533925.834299999990000,3378977.714699999900000
310, ,14,小路,102.745707642000000,102.745707642000000,50,533813.972500000030000,3379180.318500000100000
311, ,14,小路,102.745707642000000,102.745707642000000,50,533814.344700000020000,3379216.951200000000000
312, ,14,小路,102.745707642000000,102.745707642000000,50,533808.788399999960000,3379230.762399999900000
313, ,14,小路,102.745707642000000,102.745707642000000,50,533791.008400000050000,3379272.513799999800000
314, ,14,小路,102.745707642000000,102.745707642000000,50,533790.072900000030000,3379278.282999999800000
315, ,14,小路,43.302259756200002,43.302259756200002,51,533771.520699999990000,3379210.533199999900000
316, ,14,小路,43.302259756200002,43.302259756200002,51,533814.344700000020000,3379216.951200000000000
317, ,14,小路,91.477354350200002,91.477354350200002,52,533814.344700000020000,3379216.951200000000000
318, ,14,小路,91.477354350200002,91.477354350200002,52,533859.112300000040000,3379236.160000000100000
319, ,14,小路,91.477354350200002,91.477354350200002,52,533869.272299999950000,3379238.541199999900000
320, ,14,小路,91.477354350200002,91.477354350200002,52,533884.386500000020000,3379209.964600000100000
321, ,14,小路,107.327286297000000,107.327286297000000,53,533869.272299999950000,3379238.541199999900000
322, ,14,小路,107.327286297000000,107.327286297000000,53,533907.372399999990000,3379237.588700000200000
323, ,14,小路,107.327286297000000,107.327286297000000,53,533976.587500000020000,3379237.430000000200000
324, ,14,小路,25.106580545800000,25.106580545800000,54,533907.372399999990000,3379237.588700000200000
325, ,14,小路,25.106580545800000,25.106580545800000,54,533906.252699999950000,3379212.507100000000000
326, ,14,小路,186.532594246000000,186.532594246000000,55,533790.072900000030000,3379278.282999999800000
327, ,14,小路,186.532594246000000,186.532594246000000,55,533851.174800000040000,3379276.799999999800000
328, ,14,小路,186.532594246000000,186.532594246000000,55,533914.357399999980000,3379276.799999999800000
329, ,14,小路,186.532594246000000,186.532594246000000,55,533976.587500000020000,3379276.799999999800000
330, ,14,小路,39.257547971400001,39.257547971400001,56,533905.467399999960000,3379276.799999999800000
331, ,14,小路,39.257547971400001,39.257547971400001,56,533907.372399999990000,3379237.588700000200000
332, ,14,小路,100.773934298000000,100.773934298000000,57,533785.503200000040000,3379313.808800000200000
333, ,14,小路,100.773934298000000,100.773934298000000,57,533850.539800000030000,3379312.518900000000000
334, ,14,小路,100.773934298000000,100.773934298000000,57,533851.174800000040000,3379276.799999999800000
335, ,14,小路,74.656052724700004,74.656052724700004,58,533902.447999999970000,3379298.094399999800000
336, ,14,小路,74.656052724700004,74.656052724700004,58,533905.626099999990000,3379298.072600000100000
337, ,14,小路,74.656052724700004,74.656052724700004,58,533921.183700000050000,3379299.025100000200000
338, ,14,小路,74.656052724700004,74.656052724700004,58,533977.063800000000000,3379300.136299999900000
339, ,14,小路,21.273191965500001,21.273191965500001,59,533905.626099999990000,3379298.072600000100000
340, ,14,小路,21.273191965500001,21.273191965500001,59,533905.467399999960000,3379276.799999999800000
341, ,14,小路,120.815672917000000,120.815672917000000,60,533859.588499999950000,3379312.518900000000000
342, ,14,小路,120.815672917000000,120.815672917000000,60,533859.905999999960000,3379345.221400000200000
343, ,14,小路,120.815672917000000,120.815672917000000,60,533900.863600000040000,3379345.221400000200000
344, ,14,小路,120.815672917000000,120.815672917000000,60,533901.974900000030000,3379309.661299999800000
345, ,14,小路,120.815672917000000,120.815672917000000,60,533902.447999999970000,3379298.094399999800000
346, ,14,小路,77.784656065199997,77.784656065199997,61,533782.129300000030000,3379346.333900000000000
347, ,14,小路,77.784656065199997,77.784656065199997,61,533859.905999999960000,3379345.221400000200000
348, ,14,小路,30.027364462100000,30.027364462100000,62,533838.633500000000000,3379375.542700000100000
349, ,14,小路,30.027364462100000,30.027364462100000,62,533839.102599999980000,3379345.518999999900000
350, ,14,小路,190.422179054999990,190.422179054999990,63,533716.645299999970000,3379401.973600000100000
351, ,14,小路,190.422179054999990,190.422179054999990,63,533803.867199999980000,3379401.141200000000000
352, ,14,小路,190.422179054999990,190.422179054999990,63,533861.744900000050000,3379401.802699999900000
353, ,14,小路,190.422179054999990,190.422179054999990,63,533907.054899999990000,3379402.464100000000000
354, ,14,小路,26.000678511200000,26.000678511200000,64,533838.920000000040000,3379401.541799999800000
355, ,14,小路,26.000678511200000,26.000678511200000,64,533838.633500000000000,3379375.542700000100000
356, ,14,小路,31.661519126900000,31.661519126900000,65,533793.945300000020000,3379432.891299999800000
357, ,14,小路,31.661519126900000,31.661519126900000,65,533792.954099999970000,3379401.245300000100000
358, ,14,小路,126.659733398000000,126.659733398000000,66,533727.182799999950000,3379432.342999999900000
359, ,14,小路,126.659733398000000,126.659733398000000,66,533793.945300000020000,3379432.891299999800000
360, ,14,小路,126.659733398000000,126.659733398000000,66,533853.807400000050000,3379434.875700000200000
361, ,14,小路,47.849622113899997,47.849622113899997,67,533855.791800000010000,3379449.427800000200000
362, ,14,小路,47.849622113899997,47.849622113899997,67,533853.807400000050000,3379434.875700000200000
363, ,14,小路,47.849622113899997,47.849622113899997,67,533854.481099999980000,3379401.719699999800000
364, ,14,小路,268.711375764000020,268.711375764000020,68,533900.863600000040000,3379345.221400000200000
365, ,14,小路,268.711375764000020,268.711375764000020,68,533901.432500000000000,3379374.352099999800000
366, ,14,小路,268.711375764000020,268.711375764000020,68,533906.393399999940000,3379385.927600000100000
367, ,14,小路,268.711375764000020,268.711375764000020,68,533907.054899999990000,3379402.464100000000000
368, ,14,小路,268.711375764000020,268.711375764000020,68,533908.047099999970000,3379424.953799999800000
369, ,14,小路,268.711375764000020,268.711375764000020,68,533855.791800000010000,3379449.427800000200000
370, ,14,小路,268.711375764000020,268.711375764000020,68,533844.546899999960000,3379456.042400000200000
371, ,14,小路,268.711375764000020,268.711375764000020,68,533727.396599999980000,3379453.822199999800000
372, ,14,小路,77.682171539099997,77.682171539099997,69,533901.048500000030000,3379339.303400000100000
373, ,14,小路,77.682171539099997,77.682171539099997,69,533976.838899999970000,3379340.286900000200000
374, ,14,小路,77.682171539099997,77.682171539099997,69,533978.724000000050000,3379340.319999999800000
375, ,14,小路,42.323223928399997,42.323223928399997,70,533851.174800000040000,3379276.799999999800000
376, ,14,小路,42.323223928399997,42.323223928399997,70,533869.272299999950000,3379238.541199999900000
377, ,14,小路,45.770139967900000,45.770139967900000,71,534072.889300000040000,3379316.063300000000000
378, ,14,小路,45.770139967900000,45.770139967900000,71,534118.651700000050000,3379316.904999999800000
379, ,14,小路,71.441523869500003,71.441523869500003,72,534041.658599999970000,3379261.171999999800000
380, ,14,小路,71.441523869500003,71.441523869500003,72,534113.092399999960000,3379262.222500000100000
381, ,14,小路,42.789007671800000,42.789007671800000,73,534118.520099999970000,3379288.088000000000000
382, ,14,小路,42.789007671800000,42.789007671800000,73,534118.651700000050000,3379316.904999999800000
383, ,14,小路,42.789007671800000,42.789007671800000,73,534118.397800000040000,3379330.874400000100000
384, ,14,小路,161.106401938000000,161.106401938000000,74,534041.408100000000000,3379210.289200000000000
385, ,14,小路,161.106401938000000,161.106401938000000,74,534041.658599999970000,3379261.171999999800000
386, ,14,小路,161.106401938000000,161.106401938000000,74,534041.914299999950000,3379315.493400000000000
387, ,14,小路,161.106401938000000,161.106401938000000,74,534040.874799999990000,3379327.699399999800000
388, ,14,小路,161.106401938000000,161.106401938000000,74,534072.889399999990000,3379327.699399999800000
389, ,14,小路,161.106401938000000,161.106401938000000,74,534072.889300000040000,3379316.063200000200000
390, ,14,小路,17.065157713900000,17.065157713900000,75,534072.889399999990000,3379327.699399999800000
391, ,14,小路,17.065157713900000,17.065157713900000,75,534081.356099999980000,3379342.516100000100000
392, ,14,小路,38.364603959400000,38.364603959400000,76,534040.874799999990000,3379327.699399999800000
393, ,14,小路,38.364603959400000,38.364603959400000,76,534032.143500000010000,3379330.609800000200000
394, ,14,小路,38.364603959400000,38.364603959400000,76,534028.703899999960000,3379337.224400000200000
395, ,14,小路,38.364603959400000,38.364603959400000,76,534032.143500000010000,3379358.655700000000000
396, ,14,小路,12.589102356200000,12.589102356200000,77,534023.404499999950000,3379315.152999999900000
397, ,14,小路,12.589102356200000,12.589102356200000,77,534023.412200000020000,3379302.563900000000000
398, ,14,小路,71.741663299400003,71.741663299400003,78,534041.513299999990000,3379231.649700000000000
399, ,14,小路,71.741663299400003,71.741663299400003,78,534113.252899999960000,3379232.193800000000000
400, ,14,小路,21.557146745000001,21.557146745000001,79,534081.883000000030000,3379231.955899999900000
401, ,14,小路,21.557146745000001,21.557146745000001,79,534081.290400000060000,3379210.406899999800000
402, ,14,小路,143.036955083000010,143.036955083000010,80,534224.437400000050000,3379193.024199999900000
403, ,14,小路,143.036955083000010,143.036955083000010,80,534225.620499999960000,3379229.869500000000000
404, ,14,小路,143.036955083000010,143.036955083000010,80,534227.207999999980000,3379272.996600000200000
405, ,14,小路,143.036955083000010,143.036955083000010,80,534232.235100000050000,3379292.575800000200000
406, ,14,小路,143.036955083000010,143.036955083000010,80,534248.903799999970000,3379331.998800000200000
407, ,14,小路,266.533223275000010,266.533223275000010,81,533712.068899999950000,3378902.163300000100000
408, ,14,小路,266.533223275000010,266.533223275000010,81,533705.144300000040000,3378902.054500000100000
409, ,14,小路,266.533223275000010,266.533223275000010,81,533605.449099999970000,3378902.689499999900000
410, ,14,小路,266.533223275000010,266.533223275000010,81,533596.347399999970000,3378997.304700000200000
411, ,14,小路,266.533223275000010,266.533223275000010,81,533592.960800000000000,3379062.074800000100000
412, ,14,小路,259.290676628000030,259.290676628000030,82,533538.085899999950000,3379301.002700000100000
413, ,14,小路,259.290676628000030,259.290676628000030,82,533550.839000000040000,3379300.200300000100000
414, ,14,小路,259.290676628000030,259.290676628000030,82,533564.174000000000000,3379293.215299999800000
415, ,14,小路,259.290676628000030,259.290676628000030,82,533603.755800000040000,3379256.808499999800000
416, ,14,小路,259.290676628000030,259.290676628000030,82,533618.784100000050000,3379270.778500000000000
417, ,14,小路,259.290676628000030,259.290676628000030,82,533646.935900000040000,3379248.765199999800000
418, ,14,小路,259.290676628000030,259.290676628000030,82,533671.912600000040000,3379267.180199999800000
419, ,14,小路,259.290676628000030,259.290676628000030,82,533685.882600000010000,3379267.391900000200000
420, ,14,小路,259.290676628000030,259.290676628000030,82,533683.554299999960000,3379295.966899999900000
421, ,14,小路,259.290676628000030,259.290676628000030,82,533716.150999999950000,3379297.025299999900000
422, ,14,小路,259.290676628000030,259.290676628000030,82,533730.947799999970000,3379300.221100000200000
423, ,14,小路,24.278188973799999,24.278188973799999,83,533603.755800000040000,3379256.808499999800000
424, ,14,小路,24.278188973799999,24.278188973799999,83,533617.990400000010000,3379237.141100000100000
425, ,14,小路,270.373816268999970,270.373816268999970,84,533629.367500000050000,3379213.063999999800000
426, ,14,小路,270.373816268999970,270.373816268999970,84,533650.798799999990000,3379178.138900000100000
427, ,14,小路,270.373816268999970,270.373816268999970,84,533655.032099999950000,3379158.030499999900000
428, ,14,小路,270.373816268999970,270.373816268999970,84,533658.207100000000000,3379142.684700000100000
429, ,14,小路,270.373816268999970,270.373816268999970,84,533665.615499999960000,3379133.159700000200000
430, ,14,小路,270.373816268999970,270.373816268999970,84,533686.253000000030000,3379118.607499999900000
431, ,14,小路,270.373816268999970,270.373816268999970,84,533690.486400000050000,3379107.230399999800000
432, ,14,小路,270.373816268999970,270.373816268999970,84,533692.603000000000000,3379063.838700000200000
433, ,14,小路,270.373816268999970,270.373816268999970,84,533683.342599999970000,3379060.399100000000000
434, ,14,小路,270.373816268999970,270.373816268999970,84,533592.960800000000000,3379062.074800000100000
435, ,14,小路,177.184817352000010,177.184817352000010,85,533582.800700000020000,3379162.616700000100000
436, ,14,小路,177.184817352000010,177.184817352000010,85,533652.387699999960000,3379170.591599999900000
437, ,14,小路,177.184817352000010,177.184817352000010,85,533650.798799999990000,3379178.138900000100000
438, ,14,小路,177.184817352000010,177.184817352000010,85,533659.530099999970000,3379176.286799999900000
439, ,14,小路,177.184817352000010,177.184817352000010,85,533750.030700000000000,3379175.500000000000000
440, ,14,小路,115.117704841999990,115.117704841999990,86,533692.470699999950000,3379013.964600000100000
441, ,14,小路,115.117704841999990,115.117704841999990,86,533705.435399999960000,3378988.035399999900000
442, ,14,小路,115.117704841999990,115.117704841999990,86,533712.068899999950000,3378902.163300000100000
443, ,14,小路,58.472254644899998,58.472254644899998,87,533745.572700000020000,3378902.689499999900000
444, ,14,小路,58.472254644899998,58.472254644899998,87,533750.679200000010000,3378907.337299999800000
445, ,14,小路,58.472254644899998,58.472254644899998,87,533754.383400000050000,3378945.437400000200000
446, ,14,小路,58.472254644899998,58.472254644899998,87,533758.188100000030000,3378958.168600000000000
447,物探路,15,主干道,215.376866373000010,215.376866373000010,88,533977.073899999960000,3379210.937500000000000
448,物探路,15,主干道,215.376866373000010,215.376866373000010,88,533976.587500000020000,3379237.430000000200000
449,物探路,15,主干道,215.376866373000010,215.376866373000010,88,533977.639199999980000,3379260.230500000100000
450,物探路,15,主干道,215.376866373000010,215.376866373000010,88,533976.587500000020000,3379276.799999999800000
451,物探路,15,主干道,215.376866373000010,215.376866373000010,88,533977.063800000000000,3379300.136299999900000
452,物探路,15,主干道,215.376866373000010,215.376866373000010,88,533979.094399999940000,3379314.337900000200000
453,物探路,15,主干道,215.376866373000010,215.376866373000010,88,533978.724000000050000,3379340.319999999800000
454,物探路,15,主干道,215.376866373000010,215.376866373000010,88,533978.794600000020000,3379354.118100000100000
455,物探路,15,主干道,215.376866373000010,215.376866373000010,88,533972.047700000000000,3379365.495199999800000
456,物探路,15,主干道,215.376866373000010,215.376866373000010,88,533964.639300000040000,3379373.168099999900000
457,物探路,15,主干道,215.376866373000010,215.376866373000010,88,533961.993499999980000,3379381.502499999900000
458,物探路,15,主干道,215.376866373000010,215.376866373000010,88,533965.300799999970000,3379402.801500000100000
459,物探路,15,主干道,215.376866373000010,215.376866373000010,88,533970.327900000030000,3379419.867099999900000
460,玉兰路,16,主干道,494.489182680999990,494.489182680999990,89,533707.922099999970000,3379376.163499999800000
461,玉兰路,16,主干道,494.489182680999990,494.489182680999990,89,533778.943399999990000,3379374.907699999900000
462,玉兰路,16,主干道,494.489182680999990,494.489182680999990,89,533838.633500000000000,3379375.542700000100000
463,玉兰路,16,主干道,494.489182680999990,494.489182680999990,89,533901.432500000000000,3379374.352099999800000
464,玉兰路,16,主干道,494.489182680999990,494.489182680999990,89,533912.182999999960000,3379375.819199999800000
465,玉兰路,16,主干道,494.489182680999990,494.489182680999990,89,533967.830399999980000,3379369.863100000200000
466,玉兰路,16,主干道,494.489182680999990,494.489182680999990,89,534032.143500000010000,3379358.655700000000000
467,玉兰路,16,主干道,494.489182680999990,494.489182680999990,89,534062.678300000030000,3379350.260400000000000
468,玉兰路,16,主干道,494.489182680999990,494.489182680999990,89,534081.356099999980000,3379342.516100000100000
469,玉兰路,16,主干道,494.489182680999990,494.489182680999990,89,534118.397800000040000,3379330.874400000100000
470,玉兰路,16,主干道,494.489182680999990,494.489182680999990,89,534154.248999999950000,3379316.983700000200000
471,玉兰路,16,主干道,494.489182680999990,494.489182680999990,89,534171.369300000020000,3379310.572800000200000
472,玉兰路,16,主干道,494.489182680999990,494.489182680999990,89,534175.814299999970000,3379305.492800000100000
473,玉兰路,16,主干道,494.489182680999990,494.489182680999990,89,534175.722100000010000,3379290.832899999800000
474,玉兰路,16,主干道,83.432148755100002,83.432148755100002,90,534154.248999999950000,3379316.983700000200000
475,玉兰路,16,主干道,83.432148755100002,83.432148755100002,90,534168.644100000030000,3379317.716599999900000
476,玉兰路,16,主干道,83.432148755100002,83.432148755100002,90,534199.044800000030000,3379311.604700000000000
477,玉兰路,16,主干道,83.432148755100002,83.432148755100002,90,534217.936100000050000,3379304.778500000000000
478,玉兰路,16,主干道,83.432148755100002,83.432148755100002,90,534234.482500000040000,3379297.890999999800000
479, ,15,小路,57.267820632300001,57.267820632300001,91,534118.520099999970000,3379288.088000000000000
480, ,15,小路,57.267820632300001,57.267820632300001,91,534175.722100000010000,3379290.832899999800000
481, ,15,小路,26.703141304300001,26.703141304300001,92,533775.676100000040000,3379401.410199999800000
482, ,15,小路,26.703141304300001,26.703141304300001,92,533778.943399999990000,3379374.907699999900000
483,珞珈山路,16,主干道,280.572017352999980,280.572017352999980,93,533484.587199999950000,3379342.745399999900000
484,珞珈山路,16,主干道,280.572017352999980,280.572017352999980,93,533484.984700000030000,3379350.393800000200000
485,珞珈山路,16,主干道,280.572017352999980,280.572017352999980,93,533499.589799999960000,3379394.050199999900000
486,珞珈山路,16,主干道,280.572017352999980,280.572017352999980,93,533550.866099999980000,3379429.451500000000000
487,珞珈山路,16,主干道,280.572017352999980,280.572017352999980,93,533596.903700000020000,3379462.471500000000000
488,珞珈山路,16,主干道,280.572017352999980,280.572017352999980,93,533654.371300000000000,3379504.857900000200000
489,珞珈山路,16,主干道,280.572017352999980,280.572017352999980,93,533684.048599999980000,3379526.116400000200000
490,珞喻路,17,主干道,468.790545364000020,468.790545364000020,94,533736.286500000050000,3378751.587600000200000
491,珞喻路,17,主干道,468.790545364000020,468.790545364000020,94,533894.613499999980000,3378688.087499999900000
492,珞喻路,17,主干道,468.790545364000020,468.790545364000020,94,534083.520400000040000,3378604.850800000100000
493,珞喻路,17,主干道,468.790545364000020,468.790545364000020,94,534164.806499999950000,3378562.251400000000000
494, ,17,小路,85.108581134299996,85.108581134299996,95,533932.044600000020000,3379005.744800000000000
495, ,17,小路,85.108581134299996,85.108581134299996,95,534017.152499999970000,3379006.085299999900000
496,求是二路,2,主干道,66.919284570800002,66.919284570800002,96,534086.884100000020000,3378681.290899999900000
497,求是二路,2,主干道,66.919284570800002,66.919284570800002,96,534028.411100000030000,3378713.834700000000000
498,北京路,5,主干道,57.250641512000001,57.250641512000001,97,534084.855699999960000,3378784.790099999900000
499,北京路,5,主干道,57.250641512000001,57.250641512000001,97,534142.096900000000000,3378783.750399999800000
500,友谊大道,13,主干道,39.926636057200000,39.926636057200000,98,534084.855699999960000,3378784.790099999900000
501,友谊大道,13,主干道,39.926636057200000,39.926636057200000,98,534083.645800000060000,3378824.698400000100000
502,陕西路,6,主干道,90.854462447900005,90.854462447900005,99,533742.199700000000000,3378836.853399999900000
503,陕西路,6,主干道,90.854462447900005,90.854462447900005,99,533832.988999999940000,3378833.413000000200000
504,陕西路,6,主干道,95.483060181300004,95.483060181300004,100,533832.988999999940000,3378833.413000000200000
505,陕西路,6,主干道,95.483060181300004,95.483060181300004,100,533867.876999999980000,3378832.090900000200000
506,陕西路,6,主干道,95.483060181300004,95.483060181300004,100,533928.366500000000000,3378828.968799999900000
507,陕西路,6,主干道,97.352675983099999,97.352675983099999,101,533928.366500000000000,3378828.968799999900000
508,陕西路,6,主干道,97.352675983099999,97.352675983099999,101,533949.898000000040000,3378827.857499999900000
509,陕西路,6,主干道,97.352675983099999,97.352675983099999,101,534025.669600000020000,3378826.077000000000000
510,陕西路,6,主干道,57.992590159499997,57.992590159499997,102,534025.669600000020000,3378826.077000000000000
511,陕西路,6,主干道,57.992590159499997,57.992590159499997,102,534051.233600000040000,3378825.476300000200000
512,陕西路,6,主干道,57.992590159499997,57.992590159499997,102,534083.645800000060000,3378824.698400000100000
513,陕西路,6,主干道,57.824246614300002,57.824246614300002,103,534083.645800000060000,3378824.698400000100000
514,陕西路,6,主干道,57.824246614300002,57.824246614300002,103,534141.453400000000000,3378823.311000000200000
515,友谊大道,13,主干道,76.632052258100003,76.632052258100003,104,534083.520400000040000,3378604.850800000100000
516,友谊大道,13,主干道,76.632052258100003,76.632052258100003,104,534086.695399999970000,3378634.484199999800000
517,友谊大道,13,主干道,76.632052258100003,76.632052258100003,104,534087.489100000010000,3378666.763400000100000
518,友谊大道,13,主干道,76.632052258100003,76.632052258100003,104,534086.884100000020000,3378681.290899999900000
519,求是二路,2,主干道,52.264168240200000,52.264168240200000,105,534028.411100000030000,3378713.834700000000000
520,求是二路,2,主干道,52.264168240200000,52.264168240200000,105,534027.123299999980000,3378766.083000000100000
521,求是一路,1,主干道,55.458075675099998,55.458052262499997,106,534086.884100000020000,3378681.290899999900000
522,求是一路,1,主干道,55.458075675099998,55.458052262499997,106,534135.382300000060000,3378704.944699999900000
523,求是一路,1,主干道,55.458075675099998,55.458052262499997,106,534136.618400000040000,3378705.792700000100000
524,求是一路,1,主干道,57.407760107500003,57.402005303599999,107,534136.618400000040000,3378705.792700000100000
525,求是一路,1,主干道,57.407760107500003,57.402005303599999,107,534141.097300000020000,3378709.177999999800000
526,求是一路,1,主干道,57.407760107500003,57.402005303599999,107,534141.630499999970000,3378709.437500000000000
527,求是一路,1,主干道,57.407760107500003,57.402005303599999,107,534142.114900000040000,3378709.779500000200000
528,求是一路,1,主干道,57.407760107500003,57.402005303599999,107,534142.537999999940000,3378710.194999999800000
529,求是一路,1,主干道,57.407760107500003,57.402005303599999,107,534142.888700000010000,3378710.673200000100000
530,求是一路,1,主干道,57.407760107500003,57.402005303599999,107,534143.157800000040000,3378711.201599999800000
531,求是一路,1,主干道,57.407760107500003,57.402005303599999,107,534143.338400000010000,3378711.766499999900000
532,求是一路,1,主干道,57.407760107500003,57.402005303599999,107,534143.425700000020000,3378712.353000000100000
533,求是一路,1,主干道,57.407760107500003,57.402005303599999,107,534143.425700000020000,3378736.059700000100000
534,求是一路,1,主干道,57.407760107500003,57.402005303599999,107,534142.759199999970000,3378759.980399999800000
535,求是一路,1,主干道,23.779224993000000,23.779224993000000,108,534142.759199999970000,3378759.980399999800000
536,求是一路,1,主干道,23.779224993000000,23.779224993000000,108,534142.096900000000000,3378783.750399999800000
537,求是一路,1,主干道,39.561230209800001,39.561230209800001,109,534142.096900000000000,3378783.750399999800000
538,求是一路,1,主干道,39.561230209800001,39.561230209800001,109,534141.520699999990000,3378804.428200000000000
539,求是一路,1,主干道,39.561230209800001,39.561230209800001,109,534140.921800000010000,3378823.294100000100000
540,求是一路,1,主干道,47.858464494800003,47.858464494800003,110,534140.921800000010000,3378823.294100000100000
541,求是一路,1,主干道,47.858464494800003,47.858464494800003,110,534140.674000000000000,3378831.098199999900000
542,求是一路,1,主干道,47.858464494800003,47.858464494800003,110,534142.579000000030000,3378871.103300000100000
543,求是一路,1,主干道,84.766234367799996,84.766234367799996,111,534138.476299999980000,3379125.431400000100000
544,求是一路,1,主干道,84.766234367799996,84.766234367799996,111,534138.557299999990000,3379152.832200000100000
545,求是一路,1,主干道,84.766234367799996,84.766234367799996,111,534137.922299999980000,3379210.194000000100000
546,求是一路,1,主干道,44.142893194999999,44.142893194999999,112,534138.345699999950000,3379081.288699999900000
547,求是一路,1,主干道,44.142893194999999,44.142893194999999,112,534138.476299999980000,3379125.431400000100000
548, ,12,小路,37.770300058399997,37.770300058399997,113,534138.476299999980000,3379125.431400000100000
549, ,12,小路,37.770300058399997,37.770300058399997,113,534176.246599999950000,3379125.429300000000000
550,毕生路,14,主干道,42.664522613099997,42.664522613099997,114,534138.345699999950000,3379081.288699999900000
551,毕生路,14,主干道,42.664522613099997,42.664522613099997,114,534181.009100000020000,3379080.979199999900000
552,毕生路,14,主干道,24.268340060500002,24.268340060500002,115,534226.253000000030000,3379080.979199999900000
553,毕生路,14,主干道,24.268340060500002,24.268340060500002,115,534250.517800000030000,3379081.393699999900000
554,回归路,4,主干道,98.957156059499994,98.957156059499994,116,534250.517800000030000,3379081.393699999900000
555,回归路,4,主干道,98.957156059499994,98.957156059499994,116,534250.694600000050000,3379150.411700000100000
556,回归路,4,主干道,98.957156059499994,98.957156059499994,116,534250.059600000040000,3379172.636800000000000
557,回归路,4,主干道,98.957156059499994,98.957156059499994,116,534247.942900000020000,3379180.045100000200000
558,回归路,4,主干道,215.041574298000000,215.041574298000000,117,534231.763599999950000,3378869.886700000100000
559,回归路,4,主干道,215.041574298000000,215.041574298000000,117,534241.447399999950000,3378884.650500000000000
560,回归路,4,主干道,215.041574298000000,215.041574298000000,117,534242.082399999960000,3378890.048000000000000
561,回归路,4,主干道,215.041574298000000,215.041574298000000,117,534241.288599999970000,3378971.169400000000000
562,回归路,4,主干道,215.041574298000000,215.041574298000000,117,534240.971099999970000,3378995.458200000200000
563,回归路,4,主干道,215.041574298000000,215.041574298000000,117,534244.622399999990000,3379019.270700000200000
564,回归路,4,主干道,215.041574298000000,215.041574298000000,117,534250.496099999990000,3379072.928299999800000
565,回归路,4,主干道,215.041574298000000,215.041574298000000,117,534250.517800000030000,3379081.393699999900000
566,回归路,4,主干道,47.056564579099998,47.056564579099998,118,534231.972700000040000,3378822.830600000000000
567,回归路,4,主干道,47.056564579099998,47.056564579099998,118,534231.763599999950000,3378869.886700000100000
568,回归路,4,主干道,80.394519384600002,80.394519384600002,119,534209.379800000000000,3378758.920200000100000
569,回归路,4,主干道,80.394519384600002,80.394519384600002,119,534223.826099999950000,3378759.872700000200000
570,回归路,4,主干道,80.394519384600002,80.394519384600002,119,534226.366099999980000,3378761.618999999900000
571,回归路,4,主干道,80.394519384600002,80.394519384600002,119,534230.017400000010000,3378765.587700000000000
572,回归路,4,主干道,80.394519384600002,80.394519384600002,119,534232.239900000040000,3378777.970199999900000
573,回归路,4,主干道,80.394519384600002,80.394519384600002,119,534232.081099999950000,3378798.449000000000000
574,回归路,4,主干道,80.394519384600002,80.394519384600002,119,534231.972700000040000,3378822.830600000000000
575,星湖南路,7,主干道,76.976989672499997,76.976989672499997,120,533829.978400000020000,3378877.854799999900000
576,星湖南路,7,主干道,76.976989672499997,76.976989672499997,120,533753.065300000020000,3378880.990400000000000
577,星湖南路,7,主干道,96.781923027100007,96.781923027100007,121,533926.698399999990000,3378874.397799999900000
578,星湖南路,7,主干道,96.781923027100007,96.781923027100007,121,533841.330399999980000,3378877.392000000000000
579,星湖南路,7,主干道,96.781923027100007,96.781923027100007,121,533829.978400000020000,3378877.854799999900000
580,星湖南路,7,主干道,94.032644210800001,94.032644210800001,122,534020.724200000060000,3378873.823499999900000
